id,text,label,Comments
2518,Ik heb besloten aan uw verzoek tegemoet te komen en de informatie waarom u verzocht openbaar te maken. Voor de motivering verwijs ik naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen Algemene overweging: openbaarheid t.a.v. een ieder Allereerst wil ik u wijzen op het volgende.,openbaar,
2520,"Hierbij maak ik de op de inventarislijst genoemde documenten openbaar, op de wijze zoals nader toegelicht in dit besluit en de inventarislijst.",openbaar,
2524,van 19 november 2020 WIZ / 21259182 Op basis van uw verzoek zijn (aanvankelijk) drie documenten aangetroffen. De passages uit die documenten die onder de reikwijdte van uw verzoek vallen zijn samengevoegd tot één document en met inachtneming van de Wob openbaar gemaakt. Bedoelde passages zijn opgesteld ten behoeve van intern beraad en bevatten persoonlijke beleidsopvattingen. Ik verstrek daarover in beginsel geen informatie omdat ik het niet in het belang acht van een goede en democratische bestuursvoering als standpunten van ambtenaren zelfstandig worden betrokken in de publieke discussie.,deels openbaar,
2525,"Ik heb besloten de documenten openbaar te maken met uitzondering van de daarin vermelde persoonsgegevens, persoonlijke beleidsopvattingen en gegevens die leiden tot onevenredige bevoordeling of benadeling. Op de inventarislijst staat bij deze documenten aangegeven dat slechts de uitzonderingsgrond uit artikel 10, tweede lid, aanhef en onder e,‚ van de Wob (aangeduid met de afkorting 10.2.e) is toegepast. Ook is het artikel 10, tweede lid, aanhef en onder g (aangeduid met de afkorting 10.2.q) en artikel 11, eerste lid (aangeduid met de afkorting 11.1) toegepast. Voor de motivering verwijs ik naar onderdeel “Overwegingen” van dit besluit.",deels openbaar,
2526,Ik besluit de door u gevraagde informatie op dit moment in het geheel niet openbaar te maken. Op een later moment zal ik de door u gevraagde informatie opnieuw bezien wanneer openbaarmaking geen negatief effect meer zal hebben op de inzet van overheidsbeleid of op de situatie op de gasmarkt. Bij het volgende onderdeel licht ik toe welke overwegingen tot dit besluit hebben geleid. 4.,afgewezen,
2529,Ik kan uw verzoek niet inwilligen. De reden hiervoor is dat de door u verzochte stukken reeds openbaar zijn. U kunt alle stukken vinden op de website: www.klimaatakkoord.nl. In de reeds geopenbaarde stukken zijn bepaalde tekstdelen uitgezonderd van openbaarmaking.,afgewezen,
2530,"Gezien het vorenstaande verklaar ik uw bezwaar ongegrond. Dat betekent dat ik het besluit van 22 november 2022, kenmerk WIJZ / 22537869, handhaef. De Minister van Economische Zaken en Klimaat, namens deze: 1.2.e mr. A.F.",afgewezen,
2531,Uw verzoek valt niet binnen de reikwijdte van de Woo. Ik heb om die reden besloten de informatie die u vraagt niet openbaar te maken.,afgewezen,
2532,Ik besluit om de getroffen documenten waar uw Woo-verzoek op ziet — welke niet reeds openbaar zijn - openbaar te maken. 5. Overwegingen Als eerste wil ik u wijzen op het volgende. Iedereen heeft het recht om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven.,deels openbaar,
2533,"Gelet op het voorgaande wijs ik uw verzoek af. Ik beschik niet over documenten die vallen onder de reikwijdte van uw Wob-verzoek. Dit besluit zal in geanonimiseerde vorm op www.rijksoverheid.nl worden geplaatst. Hoogachtend, de Minister van Justitie en Veiligheid, namens deze, Dit document 1s elektronisch ondertekend door: K.",niet aanwezig,
2534,"Ik verklaar uw bezwaarschrift ongegrond. Voor de motivering van dit besluit verwijs ik u naar de overwegingen ten aanzien van het bezwaar. Verloop van de procedure Bij brief van 22 juli 2019, ontvangen op 25 juli 2019, heeft u mij op grond van de Wet openbaarheid van bestuur (hierna: Wob) verzocht om openbaarmaking van informatie over (de beantwoording van) Kamervragen naar aanleiding van een uitzending van het tv-programma Medialogica van 28 april 2019 over het tv- programma Ontvoerd. De ontvangst van uw Wob-verzoek is bevestigd bij brief van 8 augustus 2019.",afgewezen,
2535,Ik heb besloten uw verzoek af te wijzen en geen informatie openbaar te maken.,afgewezen,
2536,Ik besluit het door u gevraagde document niet openbaar te maken. Ik licht mijn besluit hieronder toe. Overwegingen Het desbetreffende document betreft een conceptrapport dat is geschreven door externe auteurs in opdracht van de Commissie Kennis en Onderzoek van de Politieonderwijsraad. Op dit conceptrapport is het auteursrecht van toepassing.,afgewezen,
2537,Ik heb besloten om uw verzoek af te wijzen. Onder ‘toelichting’ treft u mijn overwegingen aan bij deze beslissing.,afgewezen,
2538,Ik verklaar uw bezwaar gegrond en zie aanleiding om de in de uitspraak van de rechtbank genoemde passages van document 6 alsnog openbaar te maken. De betreffende passages neem ik op in dit besluit. Verloop van de procedure Bij brief van 10 januari 2018 heeft u een verzoek op grond van de Wet openbaarheid van bestuur (hierna Wob) gedaan naar documenten over een aantal onderwerpen met betrekking tot de vliegramp met de MHL7. Dit verzoek diende ter vervanging van uw eerdere verzoek van 19 juni 2017 naar de indexen van archieven van bestuursorganen die betrokken waren bij de vliegramp met de MH17 en wat daarmee annex is.,deels openbaar,
2539,"Op basis van uw verzoek zijn in het kader van dit deelbesluit 13 documenten aangetroffen. Het gaat hier om documenten die het resultaat zijn van overleggen, mondelinge besprekingen en reflecties op de taken en grondslagen van de verwerking van persoonsgegevens. De tussenliggende e-mails waaruit dit traject van besprekingen en reflecties kan worden afgeleid maken geen onderdeel uit van dit deelbesluit, omdat ook zonder deze e-mails een goed beeld ontstaat van het project ‘Taken en Grondslagen NCTV’ en het van belang werd geacht dit deelbesluit niet langer op te houden door het zoeken naar deze-mails. Dit laat onverlet dat de e-mails bij een later (deel)besluit wel worden betrokken.",afgewezen,
2540,Uw verzoek valt niet onder de reikwijdte van de Wob. Overwegingen De desbetreffende informatie is reeds openbaar en voor een ieder beschikbaar. De Wob is niet van toepassing op reeds openbare documenten. Uw verzoek valt daarmee niet onder de reikwijdte van de Wob.,afgewezen,
2541,"Ik heb besloten om aan uw verzoek tegemoet te komen. Dit zal ik hieronder toelichten. Toelichting Allereerst wil ik u wijzen op het volgende. Ingevolge artikel 3, vijfde lid, van de Wob, wordt een verzoek om informatie ingewilligd met inachtneming van het bepaalde in de artikelen 10 en 11.",deels openbaar,
2542,Ik verklaar uw bezwaar gegrond. Voor een motivering verwijs ik naar het onderdeel ‘Beoordeling van het bezwaar! van dit besluit. Verloop van de procedure Bij brief van 26 maart 2021 heeft een verzoek ingediend op grond van de Wet openbaarheid van bestuur (hierna: Wob).,deels openbaar,
2543,Er heeft een zoekslag plaatsgevonden binnen mijn departement plaatsgevonden. Er is op mijn departement een document aangetroffen. Reeds openbare documenten De Woo is niet van toepassing op documenten die al openbaar zijn. Het document is reeds openbaar.,afgewezen,
2544,"Ik heb besloten de door u gevraagde informatie niet openbaar te maken. Inzake uw verzoek onder punt 5 merk ik op dat de Wob niet voorschrijft om nieuwe documenten op te stellen. Uw verzoek om een tijdlijn op te stellen wijs ik af, Voor de motivering verwijs ik naar onderdeel “Overwegingen” van dit besluit. Overwegingen Allereerst wil ik u wijzen op het volgende.",afgewezen,
2545,"Ik kan uw verzoek op dit moment niet inwilligen, omdat het belang van de geadresseerde, in dit geval de Tweede Kamer der Staten-Generaal, om als eerste kennis te nemen van de informatie dit vereist op grond van artikel 5.1, vierde lid, Woo. De betreffende stukken zullen nog vóór 8 juli 2022 — het moment waarop het zomerreces van de Tweede Kamer ingaat — aan het parlement worden verstrekt. Motivering Iedereen heeft het recht om overheidsinformatie op te kunnen vragen zonder daarbij een reden te hoeven aangeven. Dit staat in het eerste artikel 1.1.",afgewezen,
2546,Er heeft een zoekslag plaatsgevonden binnen mijn departement plaatsgevonden. Er is op mijn departement een document aangetroffen. Reeds openbare documenten De Woo is niet van toepassing op documenten die al openbaar zijn. Het document is reeds openbaar.,afgewezen,
2547,"De documenten met nummers 14, 16, 86, 87, 94, 108, 109, 111, 112, 114, 115, 117, 118, 120, 121, 123, 124, 127, 128, 132, 141, 143, 144, 157, 159, 160, 165, 166, 167, 168, 169, 170, 175, 184, 189, 191, 194, 200, 202 zijn reeds openbaar en vallen derhalve buiten de reikwijdte van de Wob. Ik heb besloten (passages in) de door u gevraagde informatie opgenomen in de documenten met nummers 3, 34, 36, 38, 44, 47, 53, 55, 61, 63, 65, 67, 70, 74, 78, 91, 106, 140, 146, 151, 152, 153, 182, 196, 199 niet openbaar te maken. De door u gevraagde informatie opgenomen in de documenten met de overige nummers maak ik openbaar met uitzondering van de daarin opgenomen persoonsgegevens, passages uit documenten die zijn opgesteld ten behoeve van intern beraad die persoonlijke beleidsopvattingen bevatten, passages die onevenredig benadelend zijn voor derden en passages die bedrijfsvertrouwelijke informatie bevatten. Voor de motivering verwijs ik naar de overwegingen hieronder.",deels openbaar,
2548,Ik kan uw verzoek niet inwilligen. Er zijn namelijk geen door u gevraagde documenten bij het ministerie van Justitie en Veiligheid aangetroffen. Gesprekken over de uitvoering van de motie Van Kooten-Arissen tussen het ministerie van Justitie en Veiligheid en de Raad voor Rechtsbijstand hebben nooit plaatsgevonden. Door de uitvoering van de motie Van Nispen c.s.* is er namelijk al voldaan aan de motie Van Kooten-Arissen.,niet aanwezig,
2549,"Ik verklaar uw bezwaar ongegrond, omdat de door u verzochte informatie niet is aangetroffen. Voor de motivering verwijs ik u naar het onderdeel “Beoordeling van het bezwaar” van dit besluit. Verloop van de procedure Bij brief van 27 januari 2022 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht informatie openbaar te maken die betrekking heeft op een overleg dat in oktober en november 2007 zou hebben plaatsgevonden tussen gedeputeerde Paul Rüpp (hierna: de heer Rüpp) en mijn ambtsvoorganger Ernst Hirsch Ballin (hierna: de heer Hirsch Ballin) over uw dossier. Bij brief van 16 februari 2022 is de ontvangst van deze brief bevestigd.",afgewezen,
2550,"Ik verklaar uw bezwaar ongegrond. Voor de motivering verwijs ik u naar het onderdeel ‘beoordeling van het bezwaar’ in deze brief. Verloop van de procedure Bij brief van 9 augustus 2021 hebt u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht om documenten die betrekking hebben op de ‘bedreigingen aan het adres van journalisten, advocaten, rechters, officieren van justitie, (lokale en landelijke) politici, bestuurders (waaronder wethouders en burgemeesters) en de handelwijze, correspondentie en het beleid van uw ministerie daaromtrent”. Bij besluit van 16 februari 2022 met kenmerk 3838482 heb ik uw verzoek afgewezen en besloten om geen informatie openbaar te maken.",afgewezen,
2551,Ik besluit om uw verzoek niet in behandeling te nemen. Voor de motivering van het besluit verwijs ik u naar onderdeel 2 van dit besluit. 2. Motivering Op grond van artikel 4.1 lid 1 Woo kan eenieder een verzoek om publieke informatie richten aan een bestuursorgaan.,afgewezen,
2552,Directie Wetgeving en Ik besluit de door u gevraagde informatie openbaar te maken voor een ieder. De Juridische Zaken Sector Juridische Zaken en documenten zijn opgenomen in een inventarislijst. De inventarislijst is bij dit Wetgevingsbele d besluit gevoegd als bijlage 2. De inventarislijst maakt integraal onderdeel uit van het besluit.,openbaar,
2553,"Ik kan uw verzoek niet inwilligen. Het enige aangetroffen document binnen de reikwijdte van uw verzoek valt niet onder de werking van de Woo en door u verzochte informatie is verder alleen mondeling besproken tijdens een overleg ten tijde van het opstellen van het DTN 56 tussen de inlichtingen- en veiligheidsdiensten, de politie en de NCTV over dit thema. Als gevolg hiervan s geen informatie aangetroffen die op basis van uw verzoek in aanmerking komt voor openbaarmaking.",afgewezen,
2554,"Ik kan uw verzoek niet inwilligen. Het enige aangetroffen document binnen de reikwijdte van uw verzoek valt niet onder de werking van de Woo en door u verzochte informatie is verder alleen mondeling besproken tijdens een overleg ten tijde van het opstellen van het DTN 56 tussen de inlichtingen- en veiligheidsdiensten, de politie en de NCTV over dit thema. Als gevolg hiervan s geen informatie aangetroffen die op basis van uw verzoek in aanmerking komt voor openbaarmaking.",afgewezen,
2555,"De door u gevraagde informatie is, met uitzondering van één document, nummer 5 op de inventarislijst, reeds openbaar. Reeds openbare documenten vallen niet onder de Woo en maak ik niet nogmaals openbaar. Ik besluit om document 5 niet openbaar te maken. Op de inventarisatielijst is aangegeven welke uitzonderingsgronden zijn toegepast.",afgewezen,
2556,Gehele weigering Ik besluit 65 documenten in het geheel niet openbaar te maken. Per document is op de inventarislijst aangegeven welke uitzonderingsgronden zijn toegepast. Inventarislijst en motivering De inventarislijst bijlage 2 maakt integraal onderdeel uit van het besluit. Voor de motivering van dit besluit verwijs ik naar het onderdeel “motivering” van deze brief.,afgewezen,
2557,Ons kenmerk 4584927 Reeds openbaar De Woo is niet van toepassing op documenten die al openbaar zijn. Een deel van de door u gevraagde informatie is reeds openbaar. Het betreft hier zes documenten in het kader van het politieke proces. Op de inventarisatielijst staat bij de documenten de vindplaats aangegeven.,afgewezen,
2559,Ik verklaar uw bezwaar gegrond. Voor de motivering verwijs ik u naar het onderdeel ‘overwegingen’ in dit besluit. Verloop van de procedure Per mail van 3 oktober 2022 heeft de heer een Woo-verzoek ingediend. Het Woo-verzoek ging om de Regeling domeinlijsten buitengewoon opsporingsambtenaar en specifiek alle documenten over de definitie van het begrip digitaal handhaven in de zin van die regeling.,deels openbaar,
2560,"Ik verklaar uw bezwaar ongegrond maar herroep het primaire besluit voor zover dit doelt op document met nummer 0049, Verloop van de procedure Bij brief van 27 juli 2022 heeft u verzocht om openbaarmaking onder de Wet open overheid (Woo) van documenten betreffende de handhaving van een niet- sekseneutrale vangnetbepaling in het naamrecht. Bij brief van 9 augustus 2022 is de ontvangst van deze brief bevestigd. Bij brief van 23 augustus 2022 heb ik u laten weten dat de behandeling van uw verzoek meer tijd in beslag nam en de beslistermijn met twee weken verdaagd. Vervolgens bent u op de hoogte gehouden van het verdere verloop van de behandeling van uw verzoek.",deels openbaar,
2561,"Ik verklaar uw bezwaar ongegrond. De motivering hiervan treft u hieronder aan bij de overwegingen ten aanzien van de gronden van het bezwaar. Verloop van de procedure Op 20 januari 2022 heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) een verzoek ingediend. Hierin heeft u verzocht om alle documenten te openbaren betreffende de communicatie tussen het ministerie van Justitie en Veiligheid (hierna: J&V) en de Europese Commissie inzake het Nederlands kansspelbeleid, over de periode van 4 april 2006 tot 7 december 2017.",afgewezen,
2562,Ik maak de documenten met nummers 1-85 niet openbaar. Wijze van openbaarmaking Dit besluit zal binnen vijf werkdagen na toezending geanonimiseerd worden gepubliceerd op www.rijksoverheid.nl en is via de volgende link op te zoeken.,afgewezen,
2563,"Ik maak het document openbaar. Wijze van openbaarmaking De feitelijke verstrekking van de het document blijft echter met een beroep op artikel 6, vijfde lid, van de Wob tijdelijk achterwege. Aangezien een belanghebbende zich mogelijk niet kan verenigen met de inhoud van dit besluit, wordt hij in de gelegenheid gesteld om een bezwaarschrift en een verzoek tot het treffen van een voorlopige voorziening in te dienen. Indien na twee weken na verzending van dit besluit géén bezwaarschrift en een verzoek om een voorlopige voorziening zijn ingediend, wordt overgegaan tot feitelijke verstrekking van het genoemde document.",openbaar,
2564,"Ik maak de documenten met nummers 1-15, 16.1, 17-31, 32.1, 33, 34, 35, 36.1, 36.2, 37, 38, 39, 40.1 en 40.2, behoudens de daarin opgenomen bedrijfs- en fabricagegegevens en persoonsgegevens, openbaar. Documenten met nummers 16.2, 16.3, 16.4, 16.5, 32.2, 32.3, 32.4, 32.5, 36.3, 36.4 en 36.5 maak ik volledig openbaar. Wijze van openbaarmaking De feitelijke verstrekking van de documenten blijft echter met een beroep op artikel 6, vijfde lid, van de Wob tijdelijk achterwege. Aangezien een belanghebbende zich mogelijk niet kan verenigen met de inhoud van dit besluit, wordt hij in de gelegenheid gesteld om een bezwaarschrift en een verzoek tot het treffen van een voorlopige voorziening in te dienen, Indien na 2 weken na verzending van dit besluit géén bezwaarschrift en een verzoek om een voorlopige voorziening zijn ingediend, wordt overgegaan tot feitelijke verstrekking van de genoemde documenten.",deels openbaar,
2565,"Ik maak de documenten met volgnummers 1, 10, 11, 21, 22, 23, 26, 27, 29, 32, 35, 37, 39, 40, 41, 42, 43, 44 en 45, behoudens de daarin opgenomen persoonsgegevens, openbaar. Domententen met de volgnummers 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 19, 20, 31, 33, 34, maak ik integraal openbaar. Wijze van openbaarmaking De feitelijke verstrekking van de documenten blijft echter met een beroep op artikel 6, vijfde lid, van de Wob tijdelijk achterwege. Aangezien een belanghebbende zich mogelijk niet kan verenigen met de inhoud van dit besluit, wordt hij in de gelegenheid gesteld om een bezwaarschrift en een verzoek tot het treffen van een voorlopige voorziening in te dienen.",deels openbaar,
2566,"Nu voor de openbaarmaking van de verzochte informatie een bijzondere openbaarmakingsregeling met een uitputtend karakter geldt, is de Wob op de openbaarmaking van deze informatie niet van toepassing. Het verzoek valt dan ook niet onder de reikwijdte van de Wob.",afgewezen,
2567,Er zijn bij de Inspectie SZW geen meldingen bekend met betrekking tot fysieke klachten. Er zijn bij het Ministerie van Sociale Zaken en Werkgelegenheid dan ook geen documenten aangetroffen met betrekking tot het verzoek. Derhalve kan niet tegemoet worden gekomen aan het verzoek. Wijze van openbaarmaking Dit besluit zal binnen vijf werkdagen na toezending geanonimiseerd worden gepubliceerd op www.rijksoverheid.nl en is via de volgende link op te zoeken.,niet aanwezig,
2568,"Ik maak de documenten met volgnummers 17a, 18a, 27h, 54, 56, 68a, 68b, 290b, 342 en 358c openbaar.",openbaar,
2569,"Onderdelen 1) en 2) Ik besluit de door u gevraagde informatie openbaar te maken middels artikel 2.4, derde lid, onder d, van de Woo. Er zijn geen uitzonderingsgronden noch beperkingen die zich tegen openbaarmaking van de opgenomen informatie verzetten. Onderdeel 3) Ik besluit onderdeel 3 buiten behandeling te stellen overeenkomstig artikel 4.1, vijfde lid jo. artikel 4.1, zesde lid van de Woo van aangezien ik u meerdere malen in de gelegenheid gesteld heb uw verzoek te preciseren en de termijn hiervoor ongebruikt is verstreken.",openbaar,
2570,"Ik heb een zoekslag verricht aan de hand van de door u opgesomde ontvangers en verzenders in uw verzoek en aan de hand van uw precisering van uw verzoek van 23 augustus 2022, In deze zoekslag heb ik gezocht naar communicatie in onder andere brieven, e-mails, WhatsApp en SMS-berichten. Ik heb geen door u gevraagde informatie aangetroffen. Om deze reden wijs ik uw verzoek af. Deze brief wordt op www.rijksoverheid.nl gepubliceerd.",niet aanwezig,
2571,"Ik maak de aangetroffen documenten in het geheel niet openbaar. Wijze van openbaarmaking Dit besluit zal binnen vijf werkdagen na toezending geanonimiseerd op www.rijksoverheid.nl worden geplaatst en is via de volgende link te raadplegen: http://www.rijksoverheid.nl/documenten?trefwoorden=&periode-van=&periode- tot=&onderdeel=Ministerie+ van+Sociale+ Zaken+en+Werkgelenheid&type=Wob-verzoek Datum: 20 januari 2022 Hoogachtend, de Minister van Sociale Zaken en Werkgelegenheid, namens deze, Mevr. mr. J.H.",afgewezen,
2572,Ik besluit het door u gevraagde niet openbaar te maken. Ik licht mijn besluit hieronder toe. 4.,afgewezen,
2573,"Uw verzoek valt niet onder de reikwijdte van de Wet open overheid (Woo). De reden daarvoor is als volgt. Met betrekking tot de informatie waar u om vraagt, gelden twee speciale openbaarheidsregelingen, die voorrang hebben boven de Woo. De Woo is niet van toepassing op die documenten.",afgewezen,
2574,Gehele weigering Ik besluit de door u gevraagde informatie in het geheel niet openbaar te maken. Voor de motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” onder drie van deze brief. 4.,afgewezen,
2575,Reeds openbare documenten De Woo is niet van toepassing op documenten die al openbaar zijn en voor een ieder toegankelijk. Negen documenten zijn al openbaar en staan op de inventarislijst als zodanig aangemerkt. Op de inventarislijst staat ook aangegeven waar u deze documenten kunt vinden. Geheel openbaar Ik besluit het document met volgnummer 4 geheel openbaar te maken.,deels openbaar,
2577,Ik besluit de niet gepubliceerde reacties niet openbaar te maken. Ik licht mijn besluit hieronder toe. Wettelijk kader Uw verzoek om informatie is beoordeeld op grond van de Wob. Voor relevante bepalingen verwijs ik u naar bijlage A.,afgewezen,
2578,"Ik besluit de door u gevraagde informatie niet openbaar te maken. Ik licht mijn besluit hieronder toe. Wettelijk kader Ik behandel uw verzoek als een verzoek op grond van de Woo. De relevante artikelen uit de Woo kunt u vinden in bijlage A bij deze brief, Overwegingen Als eerste wil ik u wijzen op het volgende.",afgewezen,
2579,"Ik verklaar uw bezwaar gegrond, omdat er documenten zijn gevonden die informatie bevatten waarom u verzocht heeft. Verloop van de procedure Bij brief van 14 december 2021 heeft u een verzoek ingediend op basis van de Wet openbaarheid van bestuur (thans: Wet open overheid) om alle informatie die betrekking heeft op het tot stand komen en formuleren van het antwoord op onderzoeksvraag 4 in het onderzoek “Effecten Fraude Signaleringsvoorziening op toeslaggerechtigden” van PricewaterhouseCoopers (hierna: PwC) d.d. 3 december 2021. Inbegrepen in uw verzoek zijn in elk geval maar niet uitsluitend: het definiëren van het begrip “CAF-zaak”, e-mails, whatsapp communicatie, verslagen van vergaderingen, notities en andere documenten, conceptversies van het rapport, gegevens die zijn aangeleverd aan het onderzoeksbureau, de gegevens waarop het onderzoeksbureau haar conclusies heeft gebaseerd.",deels openbaar,
2580,"Ik verklaar uw bezwaar gegrond, omdat er meer documenten zijn gevonden die informatie bevatten waarom u verzocht heeft. Verloop van de procedure Bij brief van 14 december 2021 heeft u een verzoek ingediend op basis van de Wet openbaarheid van bestuur (thans: Wet open overheid) om alle informatie die betrekking heeft op het tot stand komen en formuleren van onderzoeksvraag 4 in het onderzoek “Effecten Fraude Signaleringsvoorziening op toeslaggerechtigden” van PricewaterhouseCoopers (hierna: PwC) d.d. 3 december 2021. Inbegrepen in uw verzoek zijn in elk geval maar niet uitsluitend: het definiëren van het begrip “CAF-zaak”, e-mails, whatsapp communicatie, verslagen van vergaderingen, notities en andere documenten, conceptversies van het rapport, gegevens die zijn aangeleverd aan het onderzoeksbureau, de gegevens waarop het onderzoeksbureau haar conclusies heeft gebaseerd.",deels openbaar,
2582,"Voor zover nodig, wijs ik uw verzoek af. Het verzoek is conform artikel 4.2. lid 1 Woo door mij doorgestuurd. Tevens verwijs ik u naar het te nemen besluit van het bevoegd gezag (van het ministerie van Financiën).",afgewezen,
2583,"en motivering Op grond van de artikelen 1 en 3 van de Wob, kan eenieder een verzoek om informatie neergelegd in documenten over een bestuurlijke aangelegenheid richten tot een bestuursorgaan. Na inventarisatie blijkt dat er documenten zijn bij mijn ministerie die onder de reikwijdte van uw verzoek vallen. Al deze documenten zijn echter steeds gedeeld met het secretariaat van de studiegroep, die valt onder de verantwoordelijkheid van het Ministerie van LNV. Dit betekent dat de documenten zowel bij mijn ministerie als het Ministerie van LNV beschikbaar zijn.",afgewezen,
2584,Ik besluit de door u gevraagde documenten over de GEB/PIA FSV niet openbaar te maken. Voor de motivering hiervoor verwijs ik u naar hetgeen ik heb geschreven onder ‘Motivering’. De door u gevraagde werkinstructie aangaande de Wob is reeds openbaar. Daarom wijs ik uw verzoek om informatie af.,afgewezen,
2585,"Ik verklaar het bezwaar gegrond, herroep het bestreden besluit en stel dit besluit daarvoor in de plaats. Verloop van de procedure Bij brief van 24 september 2020, ontvangen op 25 september 2020, hebt u namens bezwaarden een verzoek ingediend ingevolge artikel 3 van de Wet openbaarheid van bestuur (Wob) (Wob-verzoek). Daarbij is verzocht om informatie over de wijze waarop: 1. de bevindingen van de parlementaire ondervragingscommissie fiscale constructies hun invloed hebben doen gelden op het toezicht op trustkantoren; 2.",deels openbaar,
2586,Ik kan uw verzoek niet inwilligen. De Woo is niet van toepassing op reeds openbare informatie. Ik wijs uw verzoek om informatie derhalve af. Hiertoe merk ik het volgende op.,afgewezen,
2587,"Ik verklaar uw bezwaar ongegrond, omdat de aangevoerde gronden niet kunnen leiden tot een herroeping van het besluit van 1 mei 2020. Verloop van de procedure Bij brief van 14 februari 2020 heeft uw gemachtigde namens u gevraagd om openbaarmaking van documenten vanaf 1 mei 2018 inzake de handelsstromen van groenten, fruit, kruiden, bloemen en wijn vanuit Israël en de door Israël bezette/geannexeerde gebieden naar en via Nederland. U hebt specifiek om de volgende documenten gevraagd: Douaneaangiften en alle daaraan onderliggende documenten; Uitvoerend beleid inzake douaneaangiften; Documenten op meta- of geaggregeerd niveau; Toezicht en handhavingsdocumenten per casus; en Communicatie tussen ministerie, Belastingdienst, Douane en/of FIOD onderling of Communicatie van Ministerie, Belastingdienst, Douane en/of FIOD met andere bestuursorganen of andere landen. UIRWNH Bij brief van 21 februari 2020 is de ontvangst van deze brief bevestigd, waarbij op grond van de Wet openbaarheid van bestuur (Wob) de beslistermijn met vier weken is verdaagd.",afgewezen,
2588,"Ik verklaar uw bezwaar ongegrond. Verloop van de procedure U hebt mij op 27 maart 2022 op grond van de Wet openbaarheid van bestuur (Wob) gevraagd om openbaarmaking van de volgende informatie. a. Personeelsdossiers van ADR-werknemers die vrijwillig zijn vertrokken na het behalen van de RA-/RA-/RO-titel, maar binnen de termijn dat ze nog studiekosten zouden moeten terugbetalen.",afgewezen,
2589,"Ik verklaar uw bezwaar ongegrond. Het besluit van 24 januari 2023 wordt gehandhaafd. Verloop van de procedure Op 13 augustus 2022 heeft u op grond van de Wet open overheid (Woo) gevraagd om openbaarmaking van alle documenten die betrekking hebben op het (concept van het) Besluit “Verrekenprijzen, toepassing van het arm’s- lengthbeginsel en de Transfer Pricing Guidelines for Multinational Enterprises and Tax Administrations (OESO-richtlijnen)” van 22 juni 2022 en het (concept van het) Besluit “Winstallocatie vaste inrichtingen” van 14 juni 2022. Bij brief van 9 september 2022 is de ontvangst van uw verzoek bevestigd, waarbij op grond van de Woo de beslistermijn ook met twee weken is verdaagd.",afgewezen,
2590,Ik wijs uw verzoek om informatie af. De Woo is niet van toepassing op reeds openbare informatie. Onderzoek heeft uitgewezen dat de door u gevraagde informatie al is gepubliceerd.,afgewezen,
2591,Ik besluit uw verzoek niet in behandeling te nemen. Voor de motivering verwijs ik u naar het onderdeel ‘Overwegingen’ van dit besluit. Overwegingen Iedereen kan een verzoek om openbaarmaking van informatie doen. De verzoeker moet daarin aangeven over welke aangelegenheid of welk specifiek document hij informatie wenst te ontvangen.,afgewezen,
2594,Ik kan uw verzoek niet inwilligen. De Woo is niet van toepassing op reeds openbare informatie. Ik wijs uw verzoek om informatie derhalve af. Hiertoe merk ik het volgende op.,afgewezen,
2595,Ik besluit de door u gevraagde informatie in het geheel niet openbaar te maken. Per document is op de inventarislijst aangegeven welke uitzonderingsgronden zijn toegepast. De inventarislijst maakt integraal onderdeel uit van het besluit. Voor de motivering van dit besluit verwijs ik naar het onderdeel “Overwegingen” van deze brief.,afgewezen,
2596,"De door u verstrekte gegevens zijn onvoldoende om uw verzoek in behandeling te nemen en een besluit te kunnen voorbereiden. Aangezien ugeen gebruik heeft gemaakt van de door mij geboden mogelijkheid om het verzoek te specificeren, besluit ik overeenkomstig artikel 4.1, zesde lid, van de Woo om uw verzoek niet in behandeling te nemen. Voor een nadere motivering verwijs ik naar het kopje ‘Motivering’. Procesverloop Op 9 februari 2023 heeft u mij in gebreke gesteld.",afgewezen,
2597,Ik besluit de door u gevraagde informatie niet openbaar te maken. Op de inventarislijst is aangegeven welke uitzonderingsgronden zijn toegepast. Voor de motivering van dit besluit verwijs ik u naar het onderdeel ‘Overwegingen’ van deze brief.,afgewezen,
2598,Ik verklaar uw bezwaar ongegrond. Verloop van de procedure Op 4 februari 2022 heeft u op grond van de Wet openbaarheid van bestuur (Wob) gevraagd om openbaarmaking van de documenten die betrekking hebben op het initiëren van tot en met het overdragen voor eventuele “productie” bij acht CAF- onderzoeken naar mogelijk (georganiseerd) misbruik van toeslagen. Op 25 februari 2022 heb ik de ontvangst van uw verzoek bevestigd. Op 10 april 2022 heeft u mij in gebreke gesteld voor het niet-tijdig nemen van een besluit op uw verzoek van 4 februari 2022.,afgewezen,
